x1 y1 x2 y2 w h conf cls name date time
140.0 280.0 389.0 489.0 249.0 209.0 0.7865164279937744 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.421608
142.0 270.0 398.0 507.0 256.0 237.0 0.8660996556282043 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.495581
142.0 270.0 398.0 507.0 256.0 237.0 0.8660996556282043 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.571923
138.0 270.0 405.0 501.0 267.0 231.0 0.8689031004905701 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.645836
135.0 274.0 393.0 502.0 258.0 228.0 0.8681341409683228 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.731402
134.0 270.0 407.0 500.0 273.0 230.0 0.7971715331077576 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.801477
133.0 273.0 401.0 501.0 268.0 228.0 0.8726353645324707 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.895709
136.0 266.0 403.0 515.0 267.0 249.0 0.8315154314041138 3.0 parthenium_hysterophorus 2023-06-01 00:55:27.970155
145.0 269.0 405.0 502.0 260.0 233.0 0.8792769908905029 3.0 parthenium_hysterophorus 2023-06-01 00:55:28.048945
141.0 271.0 401.0 495.0 260.0 224.0 0.6383261680603027 3.0 parthenium_hysterophorus 2023-06-01 00:55:28.127473
131.0 274.0 401.0 499.0 270.0 225.0 0.8628069162368774 3.0 parthenium_hysterophorus 2023-06-01 00:55:28.216511
205.0 271.0 408.0 468.0 203.0 197.0 0.6121445894241333 3.0 parthenium_hysterophorus 2023-06-01 00:55:28.352157
213.0 269.0 406.0 468.0 193.0 199.0 0.6300290822982788 3.0 parthenium_hysterophorus 2023-06-01 00:55:28.616092
202.0 268.0 406.0 469.0 204.0 201.0 0.5102701187133789 3.0 parthenium_hysterophorus 2023-06-01 00:55:28.790640
194.0 265.0 411.0 464.0 217.0 199.0 0.7296607494354248 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.140205
196.0 266.0 401.0 460.0 205.0 194.0 0.6798607110977173 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.217794
88.0 194.0 420.0 552.0 332.0 358.0 0.8240015506744385 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.272628
102.0 249.0 415.0 507.0 313.0 258.0 0.8562985062599182 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.355562
100.0 239.0 420.0 524.0 320.0 285.0 0.8656587600708008 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.436849
100.0 239.0 420.0 524.0 320.0 285.0 0.8656587600708008 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.508367
99.0 235.0 420.0 511.0 321.0 276.0 0.8697965741157532 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.578888
100.0 238.0 420.0 514.0 320.0 276.0 0.8843627572059631 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.641418
100.0 243.0 420.0 521.0 320.0 278.0 0.868830680847168 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.707325
126.0 234.0 417.0 516.0 291.0 282.0 0.8783576488494873 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.767421
118.0 244.0 415.0 510.0 297.0 266.0 0.8543193936347961 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.830239
112.0 239.0 419.0 515.0 307.0 276.0 0.8890562653541565 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.897366
114.0 233.0 415.0 518.0 301.0 285.0 0.8721022009849548 3.0 parthenium_hysterophorus 2023-06-01 00:55:29.974853
122.0 244.0 418.0 512.0 296.0 268.0 0.8640813827514648 3.0 parthenium_hysterophorus 2023-06-01 00:55:30.050650
128.0 240.0 416.0 523.0 288.0 283.0 0.8576887249946594 3.0 parthenium_hysterophorus 2023-06-01 00:55:30.123765
127.0 240.0 408.0 515.0 281.0 275.0 0.871464729309082 3.0 parthenium_hysterophorus 2023-06-01 00:55:30.191880
25.0 246.0 218.0 455.0 193.0 209.0 0.8297358155250549 3.0 parthenium_hysterophorus 2023-06-01 00:55:30.291871
31.0 236.0 222.0 467.0 191.0 231.0 0.6420468091964722 3.0 parthenium_hysterophorus 2023-06-01 00:55:30.723071
162.0 128.0 420.0 427.0 258.0 299.0 0.6752088665962219 3.0 parthenium_hysterophorus 2023-06-01 00:55:31.206579
0.0 130.0 156.0 532.0 156.0 402.0 0.679839015007019 3.0 parthenium_hysterophorus 2023-06-01 00:55:31.299129
0.0 149.0 148.0 578.0 148.0 429.0 0.7445147037506104 3.0 parthenium_hysterophorus 2023-06-01 00:55:31.379912
4.0 376.0 200.0 556.0 196.0 180.0 0.6736246943473816 3.0 parthenium_hysterophorus 2023-06-01 00:55:32.185892
7.0 388.0 207.0 570.0 200.0 182.0 0.6643195152282715 3.0 parthenium_hysterophorus 2023-06-01 00:55:32.646475
6.0 372.0 215.0 565.0 209.0 193.0 0.635574996471405 3.0 parthenium_hysterophorus 2023-06-01 00:55:33.127742
103.0 33.0 252.0 363.0 149.0 330.0 0.68625807762146 2.0 nut_grass 2023-06-01 00:55:34.508825
94.0 29.0 242.0 367.0 148.0 338.0 0.6348969340324402 2.0 nut_grass 2023-06-01 00:55:34.683842
68.0 29.0 233.0 351.0 165.0 322.0 0.5094154477119446 3.0 parthenium_hysterophorus 2023-06-01 00:55:34.840642
48.0 36.0 235.0 360.0 187.0 324.0 0.6074445843696594 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.403109
0.0 134.0 312.0 509.0 312.0 375.0 0.822509229183197 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.513482
0.0 142.0 312.0 516.0 312.0 374.0 0.793047308921814 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.574277
0.0 133.0 319.0 518.0 319.0 385.0 0.6795521378517151 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.630445
0.0 121.0 338.0 526.0 338.0 405.0 0.7809833884239197 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.701620
2.0 206.0 291.0 471.0 289.0 265.0 0.6982340812683105 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.797567
22.0 218.0 283.0 439.0 261.0 221.0 0.9158813953399658 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.888925
19.0 212.0 289.0 441.0 270.0 229.0 0.9115135669708252 3.0 parthenium_hysterophorus 2023-06-01 00:55:35.972698
8.0 217.0 291.0 440.0 283.0 223.0 0.8996456861495972 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.040515
28.0 222.0 282.0 433.0 254.0 211.0 0.9271427392959595 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.109331
28.0 222.0 282.0 433.0 254.0 211.0 0.9271427392959595 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.193133
28.0 222.0 282.0 433.0 254.0 211.0 0.9271427392959595 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.281171
12.0 189.0 300.0 451.0 288.0 262.0 0.8554390072822571 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.385864
11.0 188.0 301.0 455.0 290.0 267.0 0.8826523423194885 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.483538
0.0 38.0 390.0 471.0 390.0 433.0 0.5663546919822693 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.533987
0.0 85.0 311.0 448.0 311.0 363.0 0.9023187160491943 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.625169
0.0 73.0 322.0 456.0 322.0 383.0 0.9064766764640808 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.719753
7.0 168.0 284.0 424.0 277.0 256.0 0.8427256345748901 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.812364
8.0 179.0 278.0 415.0 270.0 236.0 0.878871738910675 3.0 parthenium_hysterophorus 2023-06-01 00:55:36.908869
5.0 89.0 318.0 440.0 313.0 351.0 0.5444645881652832 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.004616
2.0 171.0 276.0 418.0 274.0 247.0 0.7752023935317993 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.322268
0.0 124.0 312.0 458.0 312.0 334.0 0.7245408892631531 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.412212
0.0 140.0 296.0 445.0 296.0 305.0 0.8187124729156494 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.475555
0.0 148.0 287.0 438.0 287.0 290.0 0.8103631138801575 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.543243
2.0 148.0 292.0 458.0 290.0 310.0 0.7166493535041809 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.610077
31.0 215.0 269.0 417.0 238.0 202.0 0.8084676265716553 3.0 parthenium_hysterophorus 2023-06-01 00:55:37.965009
31.0 215.0 269.0 417.0 238.0 202.0 0.8084676265716553 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.011546
35.0 209.0 278.0 417.0 243.0 208.0 0.7788226008415222 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.057338
0.0 40.0 159.0 444.0 159.0 404.0 0.6549393534660339 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.120170
0.0 30.0 161.0 459.0 161.0 429.0 0.5240922570228577 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.185989
0.0 19.0 162.0 442.0 162.0 423.0 0.7714656591415405 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.253479
0.0 31.0 420.0 590.0 420.0 559.0 0.8752686977386475 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.332270
0.0 2.0 398.0 640.0 398.0 638.0 0.8048756718635559 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.413058
0.0 2.0 398.0 640.0 398.0 638.0 0.8043041825294495 3.0 parthenium_hysterophorus 2023-06-01 00:55:38.482268
0.0 0.0 420.0 588.0 420.0 588.0 0.5081847906112671 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.087620
11.0 17.0 420.0 619.0 409.0 602.0 0.5270773768424988 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.157425
77.0 2.0 420.0 614.0 343.0 612.0 0.5497623682022095 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.313119
99.0 0.0 420.0 614.0 321.0 614.0 0.6541755795478821 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.379733
11.0 115.0 420.0 553.0 409.0 438.0 0.549941897392273 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.451224
5.0 102.0 415.0 511.0 410.0 409.0 0.8333569169044495 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.616750
12.0 108.0 416.0 531.0 404.0 423.0 0.8531656861305237 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.709499
26.0 118.0 412.0 521.0 386.0 403.0 0.7708208560943604 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.829182
25.0 105.0 420.0 541.0 395.0 436.0 0.8422370553016663 3.0 parthenium_hysterophorus 2023-06-01 00:55:39.937887
25.0 105.0 420.0 541.0 395.0 436.0 0.8422370553016663 3.0 parthenium_hysterophorus 2023-06-01 00:55:40.045599
0.0 0.0 420.0 338.0 420.0 338.0 0.6620874404907227 3.0 parthenium_hysterophorus 2023-06-01 00:55:40.116411
0.0 0.0 420.0 357.0 420.0 357.0 0.7336724400520325 3.0 parthenium_hysterophorus 2023-06-01 00:55:40.184936
0.0 317.0 302.0 637.0 302.0 320.0 0.8045473694801331 3.0 parthenium_hysterophorus 2023-06-01 00:55:40.613364
70.0 0.0 414.0 560.0 344.0 560.0 0.6399700045585632 3.0 parthenium_hysterophorus 2023-06-01 00:55:41.420310
0.0 11.0 416.0 425.0 416.0 414.0 0.5275102257728577 3.0 parthenium_hysterophorus 2023-06-01 00:55:41.645466
6.0 100.0 364.0 579.0 358.0 479.0 0.5032902956008911 3.0 parthenium_hysterophorus 2023-06-01 00:55:43.433729
0.0 132.0 369.0 609.0 369.0 477.0 0.5283428430557251 3.0 parthenium_hysterophorus 2023-06-01 00:55:44.883228
133.0 0.0 420.0 361.0 287.0 361.0 0.5457813143730164 3.0 parthenium_hysterophorus 2023-06-01 00:55:47.922082
0.0 328.0 420.0 638.0 420.0 310.0 0.6095247864723206 3.0 parthenium_hysterophorus 2023-06-01 00:55:47.924139
139.0 5.0 420.0 368.0 281.0 363.0 0.5049571990966797 3.0 parthenium_hysterophorus 2023-06-01 00:55:48.019155
0.0 326.0 413.0 640.0 413.0 314.0 0.6121729612350464 3.0 parthenium_hysterophorus 2023-06-01 00:55:48.021465
0.0 322.0 420.0 640.0 420.0 318.0 0.6871961355209351 3.0 parthenium_hysterophorus 2023-06-01 00:55:48.117417
141.0 0.0 420.0 363.0 279.0 363.0 0.7036163210868835 3.0 parthenium_hysterophorus 2023-06-01 00:55:48.119658
61.0 3.0 420.0 314.0 359.0 311.0 0.708208441734314 3.0 parthenium_hysterophorus 2023-06-01 00:55:49.180303
61.0 1.0 420.0 325.0 359.0 324.0 0.8074972629547119 3.0 parthenium_hysterophorus 2023-06-01 00:55:49.271121
77.0 3.0 420.0 482.0 343.0 479.0 0.6431452035903931 3.0 parthenium_hysterophorus 2023-06-01 00:55:49.328833
90.0 212.0 341.0 561.0 251.0 349.0 0.515207052230835 3.0 parthenium_hysterophorus 2023-06-01 00:55:51.031024
0.0 166.0 298.0 454.0 298.0 288.0 0.688734769821167 3.0 parthenium_hysterophorus 2023-06-01 00:55:53.001896
25.0 208.0 315.0 636.0 290.0 428.0 0.6777133941650391 0.0 borh 2023-06-01 00:55:53.946295
36.0 29.0 356.0 637.0 320.0 608.0 0.5211389064788818 3.0 parthenium_hysterophorus 2023-06-01 00:55:54.013532
29.0 189.0 319.0 632.0 290.0 443.0 0.6283372044563293 0.0 borh 2023-06-01 00:55:54.015787
14.0 89.0 332.0 627.0 318.0 538.0 0.5980385541915894 3.0 parthenium_hysterophorus 2023-06-01 00:55:54.694199
33.0 100.0 332.0 627.0 299.0 527.0 0.6207610964775085 3.0 parthenium_hysterophorus 2023-06-01 00:55:54.808863
18.0 87.0 336.0 640.0 318.0 553.0 0.6033433079719543 3.0 parthenium_hysterophorus 2023-06-01 00:55:54.870702
12.0 102.0 329.0 634.0 317.0 532.0 0.6731376647949219 3.0 parthenium_hysterophorus 2023-06-01 00:55:54.931536
76.0 81.0 420.0 640.0 344.0 559.0 0.5591840744018555 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.002361
104.0 61.0 403.0 604.0 299.0 543.0 0.6443694829940796 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.450311
109.0 85.0 381.0 605.0 272.0 520.0 0.7255151867866516 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.514168
108.0 71.0 384.0 595.0 276.0 524.0 0.7604694366455078 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.576211
117.0 45.0 381.0 596.0 264.0 551.0 0.5023484826087952 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.766772
105.0 68.0 401.0 619.0 296.0 551.0 0.6561165452003479 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.905195
120.0 68.0 399.0 606.0 279.0 538.0 0.6976409554481506 3.0 parthenium_hysterophorus 2023-06-01 00:55:55.972625
0.0 501.0 313.0 636.0 313.0 135.0 0.5028356313705444 3.0 parthenium_hysterophorus 2023-06-01 00:56:03.790639
6.0 76.0 339.0 640.0 333.0 564.0 0.5977903604507446 3.0 parthenium_hysterophorus 2023-06-01 00:56:08.729426
72.0 175.0 394.0 611.0 322.0 436.0 0.8074012398719788 3.0 parthenium_hysterophorus 2023-06-01 00:56:08.829223
52.0 178.0 371.0 616.0 319.0 438.0 0.9081808924674988 3.0 parthenium_hysterophorus 2023-06-01 00:56:08.894227
50.0 158.0 351.0 622.0 301.0 464.0 0.856552243232727 3.0 parthenium_hysterophorus 2023-06-01 00:56:08.956502
48.0 168.0 304.0 618.0 256.0 450.0 0.7975113987922668 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.026890
47.0 182.0 327.0 619.0 280.0 437.0 0.8265560269355774 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.120909
42.0 183.0 347.0 616.0 305.0 433.0 0.8739454746246338 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.210506
37.0 173.0 342.0 613.0 305.0 440.0 0.8060842156410217 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.303914
37.0 173.0 342.0 613.0 305.0 440.0 0.8060842156410217 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.380802
41.0 177.0 332.0 612.0 291.0 435.0 0.7524731159210205 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.460595
46.0 165.0 341.0 614.0 295.0 449.0 0.860221803188324 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.519370
45.0 188.0 323.0 617.0 278.0 429.0 0.8071063160896301 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.595663
48.0 179.0 324.0 617.0 276.0 438.0 0.7811722755432129 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.674941
61.0 178.0 324.0 614.0 263.0 436.0 0.7503915429115295 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.740194
0.0 115.0 335.0 640.0 335.0 525.0 0.6676368713378906 3.0 parthenium_hysterophorus 2023-06-01 00:56:09.798038
0.0 438.0 407.0 640.0 407.0 202.0 0.6475012302398682 3.0 parthenium_hysterophorus 2023-06-01 00:56:10.051453
30.0 407.0 332.0 608.0 302.0 201.0 0.6431828141212463 3.0 parthenium_hysterophorus 2023-06-01 00:56:10.126526
32.0 404.0 333.0 606.0 301.0 202.0 0.7708944082260132 3.0 parthenium_hysterophorus 2023-06-01 00:56:10.666600
28.0 402.0 368.0 622.0 340.0 220.0 0.5864034295082092 3.0 parthenium_hysterophorus 2023-06-01 00:56:11.133562
24.0 413.0 339.0 608.0 315.0 195.0 0.5804376006126404 3.0 parthenium_hysterophorus 2023-06-01 00:56:11.413944
0.0 368.0 218.0 621.0 218.0 253.0 0.6842477917671204 3.0 parthenium_hysterophorus 2023-06-01 00:56:11.915878
0.0 366.0 228.0 620.0 228.0 254.0 0.5272194743156433 3.0 parthenium_hysterophorus 2023-06-01 00:56:11.996951
0.0 366.0 234.0 619.0 234.0 253.0 0.6518022418022156 3.0 parthenium_hysterophorus 2023-06-01 00:56:12.126903
0.0 366.0 234.0 619.0 234.0 253.0 0.6518022418022156 3.0 parthenium_hysterophorus 2023-06-01 00:56:12.203252
0.0 366.0 234.0 619.0 234.0 253.0 0.6518022418022156 3.0 parthenium_hysterophorus 2023-06-01 00:56:12.293730
0.0 369.0 243.0 622.0 243.0 253.0 0.7574488520622253 3.0 parthenium_hysterophorus 2023-06-01 00:56:12.693599
0.0 346.0 254.0 623.0 254.0 277.0 0.5754035711288452 3.0 parthenium_hysterophorus 2023-06-01 00:56:13.615955
0.0 357.0 230.0 629.0 230.0 272.0 0.6526772379875183 3.0 parthenium_hysterophorus 2023-06-01 00:56:13.773078
0.0 363.0 251.0 626.0 251.0 263.0 0.5414849519729614 3.0 parthenium_hysterophorus 2023-06-01 00:56:13.890879
0.0 368.0 229.0 624.0 229.0 256.0 0.6961092352867126 3.0 parthenium_hysterophorus 2023-06-01 00:56:13.979982
0.0 366.0 229.0 626.0 229.0 260.0 0.6886892318725586 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.066428
0.0 366.0 229.0 626.0 229.0 260.0 0.6886892318725586 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.125164
0.0 373.0 235.0 623.0 235.0 250.0 0.545427680015564 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.186006
0.0 383.0 224.0 622.0 224.0 239.0 0.8509246706962585 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.249147
0.0 364.0 229.0 627.0 229.0 263.0 0.536885142326355 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.344178
0.0 373.0 223.0 624.0 223.0 251.0 0.8328356742858887 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.426702
0.0 368.0 231.0 618.0 231.0 250.0 0.6931174397468567 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.508198
0.0 356.0 223.0 622.0 223.0 266.0 0.7200724482536316 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.604365
0.0 345.0 218.0 622.0 218.0 277.0 0.7772879004478455 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.689369
0.0 370.0 218.0 620.0 218.0 250.0 0.8741610050201416 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.753622
0.0 354.0 223.0 622.0 223.0 268.0 0.8473981022834778 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.808601
0.0 354.0 223.0 622.0 223.0 268.0 0.8473981022834778 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.890362
0.0 383.0 224.0 625.0 224.0 242.0 0.8507735729217529 3.0 parthenium_hysterophorus 2023-06-01 00:56:14.979211
0.0 366.0 226.0 618.0 226.0 252.0 0.7860537767410278 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.083082
0.0 342.0 232.0 604.0 232.0 262.0 0.8384922742843628 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.411811
0.0 342.0 229.0 591.0 229.0 249.0 0.5634327530860901 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.604046
0.0 348.0 223.0 599.0 223.0 251.0 0.8347921371459961 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.659932
0.0 346.0 220.0 586.0 220.0 240.0 0.8373379707336426 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.722160
0.0 348.0 219.0 593.0 219.0 245.0 0.6478286981582642 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.781442
0.0 348.0 217.0 584.0 217.0 236.0 0.6713057160377502 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.864269
0.0 350.0 213.0 582.0 213.0 232.0 0.5241962671279907 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.925009
0.0 354.0 221.0 584.0 221.0 230.0 0.6720265746116638 3.0 parthenium_hysterophorus 2023-06-01 00:56:15.991461
0.0 354.0 221.0 584.0 221.0 230.0 0.6720265746116638 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.087302
0.0 338.0 215.0 576.0 215.0 238.0 0.7278940081596375 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.164286
0.0 350.0 217.0 582.0 217.0 232.0 0.7897453308105469 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.254954
0.0 361.0 217.0 581.0 217.0 220.0 0.8319336175918579 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.358495
0.0 352.0 223.0 589.0 223.0 237.0 0.7926926016807556 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.422324
0.0 359.0 273.0 585.0 273.0 226.0 0.5690799355506897 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.499605
0.0 333.0 214.0 577.0 214.0 244.0 0.7612273097038269 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.605218
0.0 320.0 200.0 578.0 200.0 258.0 0.5403010845184326 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.664094
0.0 344.0 197.0 578.0 197.0 234.0 0.6156424880027771 3.0 parthenium_hysterophorus 2023-06-01 00:56:16.752914
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 00:58:12.347496
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 01:01:32.710603
79.0 0.0 411.0 238.0 332.0 238.0 0.8428864479064941 3.0 parthenium_hysterophorus 2023-06-01 01:03:06.224664
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 01:03:12.154840
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 01:09:44.763650
0.0 28.0 136.0 615.0 136.0 587.0 0.5844190120697021 3.0 parthenium_hysterophorus 2023-06-01 01:11:37.968304
0.0 8.0 290.0 619.0 290.0 611.0 0.5245768427848816 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.359678
0.0 9.0 261.0 640.0 261.0 631.0 0.6255865097045898 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.446242
0.0 8.0 236.0 636.0 236.0 628.0 0.6852760314941406 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.535298
0.0 10.0 303.0 640.0 303.0 630.0 0.5903407335281372 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.601937
0.0 6.0 289.0 640.0 289.0 634.0 0.5618423223495483 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.763618
3.0 0.0 220.0 640.0 217.0 640.0 0.5427436232566833 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.891264
6.0 92.0 209.0 640.0 203.0 548.0 0.5591778755187988 3.0 parthenium_hysterophorus 2023-06-01 01:11:40.971333
20.0 351.0 420.0 541.0 400.0 190.0 0.657311201095581 3.0 parthenium_hysterophorus 2023-06-01 01:11:43.083554
1.0 0.0 417.0 343.0 416.0 343.0 0.5978255867958069 3.0 parthenium_hysterophorus 2023-06-01 01:11:43.170532
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 01:12:44.119463
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 01:16:05.562913
181.0 111.0 396.0 262.0 215.0 151.0 0.9266972541809082 1.0 lambs_quarter 2023-06-01 01:17:05.020160
17.0 84.0 420.0 620.0 403.0 536.0 0.556015133857727 0.0 borh 2023-06-01 01:17:55.738865
70.0 403.0 285.0 558.0 215.0 155.0 0.9306789636611938 0.0 borh 2023-06-01 01:17:55.809856
35.0 417.0 265.0 573.0 230.0 156.0 0.8347072005271912 0.0 borh 2023-06-01 01:17:55.852611
35.0 417.0 265.0 573.0 230.0 156.0 0.8347072005271912 0.0 borh 2023-06-01 01:17:55.924926
7.0 401.0 207.0 551.0 200.0 150.0 0.9222882986068726 0.0 borh 2023-06-01 01:17:56.006031
7.0 401.0 207.0 551.0 200.0 150.0 0.9222882986068726 0.0 borh 2023-06-01 01:17:56.074470
6.0 394.0 206.0 546.0 200.0 152.0 0.9158984422683716 0.0 borh 2023-06-01 01:17:56.117933
2.0 369.0 204.0 521.0 202.0 152.0 0.9147992134094238 0.0 borh 2023-06-01 01:17:56.161433
4.0 363.0 215.0 509.0 211.0 146.0 0.8079268932342529 0.0 borh 2023-06-01 01:17:56.232921
5.0 361.0 207.0 507.0 202.0 146.0 0.8813918232917786 0.0 borh 2023-06-01 01:17:56.283457
5.0 361.0 207.0 507.0 202.0 146.0 0.8813918232917786 0.0 borh 2023-06-01 01:17:56.367322
11.0 371.0 224.0 513.0 213.0 142.0 0.7644572854042053 0.0 borh 2023-06-01 01:17:56.444366
11.0 371.0 224.0 513.0 213.0 142.0 0.7644572854042053 0.0 borh 2023-06-01 01:17:56.517946
17.0 378.0 212.0 515.0 195.0 137.0 0.7757999897003174 0.0 borh 2023-06-01 01:17:56.598680
33.0 389.0 215.0 526.0 182.0 137.0 0.9156904816627502 0.0 borh 2023-06-01 01:17:56.656500
32.0 384.0 228.0 527.0 196.0 143.0 0.9219236969947815 0.0 borh 2023-06-01 01:17:56.741019
32.0 384.0 228.0 527.0 196.0 143.0 0.9219236969947815 0.0 borh 2023-06-01 01:17:56.824871
27.0 365.0 232.0 507.0 205.0 142.0 0.9002649784088135 0.0 borh 2023-06-01 01:17:56.899456
23.0 363.0 226.0 505.0 203.0 142.0 0.8992180228233337 0.0 borh 2023-06-01 01:17:56.988731
15.0 359.0 218.0 502.0 203.0 143.0 0.907548725605011 0.0 borh 2023-06-01 01:17:57.067521
218.0 338.0 294.0 417.0 76.0 79.0 0.7006973624229431 0.0 borh 2023-06-01 01:17:57.154142
10.0 353.0 204.0 494.0 194.0 141.0 0.9188714027404785 0.0 borh 2023-06-01 01:17:57.155288
